1811.9;287.303;256;66
3283.27;269.028;297;72
1088.97;305.815;359;65
645.708;347.309;369;68
451.437;391.133;402;75
12.2379;402.711;410;97
19.8812;402.835;398;85
25.6235;405.702;409;94
